timestamp,lidar_mm,theta,packet_count,late_wakeup_count,skipped_cycle_count
21:39:36.0,381,-2.6392810344696045,50,1,154
21:39:36.1,388,-2.6392810344696045,50,1,154
21:39:36.2,404,-2.6392810344696045,50,1,154
21:39:36.3,387,-2.6392810344696045,50,1,154
21:39:36.4,386,-2.6392810344696045,50,1,154
21:39:36.5,397,-2.6392810344696045,50,1,154
21:39:36.6,65535,-2.6392810344696045,50,1,154
21:39:36.7,394,-2.6392810344696045,50,1,154
21:39:36.8,401,-2.6392810344696045,50,1,154
21:39:36.9,393,-2.6392810344696045,50,1,154
21:39:36.10,400,-2.6392810344696045,50,1,154
21:39:36.11,388,-2.6392810344696045,50,1,154
21:39:36.12,397,-2.6392810344696045,50,1,154
21:39:36.13,65535,-2.6392810344696045,50,1,154
21:39:36.14,392,-2.6392810344696045,50,1,154
21:39:36.15,389,-2.6392810344696045,50,1,154
21:39:36.0,405,-2.639820098876953,51,1,154
21:39:36.1,400,-2.639820098876953,51,1,154
21:39:36.2,388,-2.639820098876953,51,1,154
21:39:36.3,380,-2.639820098876953,51,1,154
21:39:36.4,65535,-2.639820098876953,51,1,154
21:39:36.5,382,-2.639820098876953,51,1,154
21:39:36.6,391,-2.639820098876953,51,1,154
21:39:36.7,398,-2.639820098876953,51,1,154
21:39:36.8,393,-2.639820098876953,51,1,154
21:39:36.9,401,-2.639820098876953,51,1,154
21:39:36.10,368,-2.639820098876953,51,1,154
21:39:36.11,65535,-2.639820098876953,51,1,154
21:39:36.12,394,-2.639820098876953,51,1,154
21:39:36.13,375,-2.639820098876953,51,1,154
21:39:36.14,397,-2.639820098876953,51,1,154
21:39:36.15,394,-2.639820098876953,51,1,154
21:39:36.0,389,-2.6405694484710693,52,1,154
21:39:36.1,383,-2.6405694484710693,52,1,154
21:39:36.2,65535,-2.6405694484710693,52,1,154
21:39:36.3,399,-2.6405694484710693,52,1,154
21:39:36.4,406,-2.6405694484710693,52,1,154
21:39:36.5,388,-2.6405694484710693,52,1,154
21:39:36.6,400,-2.6405694484710693,52,1,154
21:39:36.7,394,-2.6405694484710693,52,1,154
21:39:36.8,381,-2.6405694484710693,52,1,154
21:39:36.9,65535,-2.6405694484710693,52,1,154
21:39:36.10,378,-2.6405694484710693,52,1,154
21:39:36.11,388,-2.6405694484710693,52,1,154
21:39:36.12,380,-2.6405694484710693,52,1,154
