timestamp,lidar_mm,theta,packet_count,late_wakeup_count,skipped_cycle_count
21:50:36.278668.0,269,-2.9265124797821045,31,1,154
21:50:36.278668.1,284,-2.9265124797821045,31,1,154
21:50:36.278668.2,281,-2.9265124797821045,31,1,154
21:50:36.278668.3,286,-2.9265124797821045,31,1,154
21:50:36.278668.4,269,-2.9265124797821045,31,1,154
21:50:36.278668.5,65535,-2.9265124797821045,31,1,154
21:50:36.278668.6,274,-2.9265124797821045,31,1,154
21:50:36.278668.7,278,-2.9265124797821045,31,1,154
21:50:36.278668.8,270,-2.9265124797821045,31,1,154
21:50:36.278668.9,286,-2.9265124797821045,31,1,154
21:50:36.278668.10,296,-2.9265124797821045,31,1,154
21:50:36.278668.11,275,-2.9265124797821045,31,1,154
21:50:36.278668.12,65535,-2.9265124797821045,31,1,154
21:50:36.278668.13,289,-2.9265124797821045,31,1,154
21:50:36.278668.14,289,-2.9265124797821045,31,1,154
21:50:36.278668.15,263,-2.9265124797821045,31,1,154
21:50:36.330862.0,278,-2.9268341064453125,32,1,154
21:50:36.330862.1,266,-2.9268341064453125,32,1,154
21:50:36.330862.2,278,-2.9268341064453125,32,1,154
21:50:36.330862.3,65535,-2.9268341064453125,32,1,154
21:50:36.330862.4,286,-2.9268341064453125,32,1,154
21:50:36.330862.5,286,-2.9268341064453125,32,1,154
21:50:36.330862.6,274,-2.9268341064453125,32,1,154
21:50:36.330862.7,296,-2.9268341064453125,32,1,154
21:50:36.330862.8,270,-2.9268341064453125,32,1,154
21:50:36.330862.9,274,-2.9268341064453125,32,1,154
21:50:36.330862.10,65535,-2.9268341064453125,32,1,154
21:50:36.330862.11,294,-2.9268341064453125,32,1,154
21:50:36.330862.12,284,-2.9268341064453125,32,1,154
21:50:36.330862.13,265,-2.9268341064453125,32,1,154
21:50:36.330862.14,298,-2.9268341064453125,32,1,154
21:50:36.330862.15,290,-2.9268341064453125,32,1,154
21:50:36.378786.0,285,-2.9272572994232178,33,1,154
21:50:36.378786.1,282,-2.9272572994232178,33,1,154
21:50:36.378786.2,279,-2.9272572994232178,33,1,154
21:50:36.378786.3,285,-2.9272572994232178,33,1,154
21:50:36.378786.4,294,-2.9272572994232178,33,1,154
21:50:36.378786.5,278,-2.9272572994232178,33,1,154
21:50:36.378786.6,275,-2.9272572994232178,33,1,154
21:50:36.378786.7,286,-2.9272572994232178,33,1,154
21:50:36.378786.8,276,-2.9272572994232178,33,1,154
21:50:36.378786.9,270,-2.9272572994232178,33,1,154
21:50:36.378786.10,271,-2.9272572994232178,33,1,154
21:50:36.378786.11,274,-2.9272572994232178,33,1,154
21:50:36.378786.12,282,-2.9272572994232178,33,1,154
21:50:36.378786.13,255,-2.9272572994232178,33,1,154
21:50:36.378786.14,293,-2.9272572994232178,33,1,154
21:50:36.378786.15,274,-2.9272572994232178,33,1,154
21:50:36.428643.0,281,-2.9277877807617188,34,1,154
21:50:36.428643.1,294,-2.9277877807617188,34,1,154
21:50:36.428643.2,285,-2.9277877807617188,34,1,154
21:50:36.428643.3,284,-2.9277877807617188,34,1,154
21:50:36.428643.4,273,-2.9277877807617188,34,1,154
21:50:36.428643.5,278,-2.9277877807617188,34,1,154
21:50:36.428643.6,287,-2.9277877807617188,34,1,154
21:50:36.428643.7,279,-2.9277877807617188,34,1,154
21:50:36.428643.8,286,-2.9277877807617188,34,1,154
21:50:36.428643.9,65535,-2.9277877807617188,34,1,154
21:50:36.428643.10,266,-2.9277877807617188,34,1,154
21:50:36.428643.11,289,-2.9277877807617188,34,1,154
21:50:36.428643.12,285,-2.9277877807617188,34,1,154
21:50:36.428643.13,263,-2.9277877807617188,34,1,154
21:50:36.428643.14,264,-2.9277877807617188,34,1,154
21:50:36.428643.15,290,-2.9277877807617188,34,1,154
21:50:36.479576.0,294,-2.9283182621002197,35,1,154
21:50:36.479576.1,279,-2.9283182621002197,35,1,154
21:50:36.479576.2,289,-2.9283182621002197,35,1,154
21:50:36.479576.3,263,-2.9283182621002197,35,1,154
21:50:36.479576.4,65535,-2.9283182621002197,35,1,154
21:50:36.479576.5,294,-2.9283182621002197,35,1,154
21:50:36.479576.6,275,-2.9283182621002197,35,1,154
21:50:36.479576.7,293,-2.9283182621002197,35,1,154
21:50:36.479576.8,266,-2.9283182621002197,35,1,154
21:50:36.479576.9,286,-2.9283182621002197,35,1,154
21:50:36.479576.10,276,-2.9283182621002197,35,1,154
21:50:36.479576.11,284,-2.9283182621002197,35,1,154
21:50:36.479576.12,279,-2.9283182621002197,35,1,154
21:50:36.479576.13,281,-2.9283182621002197,35,1,154
21:50:36.479576.14,271,-2.9283182621002197,35,1,154
21:50:36.479576.15,289,-2.9283182621002197,35,1,154
21:50:36.529828.0,293,-2.928861618041992,36,1,154
21:50:36.529828.1,282,-2.928861618041992,36,1,154
21:50:36.529828.2,283,-2.928861618041992,36,1,154
21:50:36.529828.3,281,-2.928861618041992,36,1,154
21:50:36.529828.4,263,-2.928861618041992,36,1,154
21:50:36.529828.5,290,-2.928861618041992,36,1,154
21:50:36.529828.6,292,-2.928861618041992,36,1,154
21:50:36.529828.7,286,-2.928861618041992,36,1,154
21:50:36.529828.8,286,-2.928861618041992,36,1,154
21:50:36.529828.9,274,-2.928861618041992,36,1,154
21:50:36.529828.10,284,-2.928861618041992,36,1,154
21:50:36.529828.11,271,-2.928861618041992,36,1,154
21:50:36.529828.12,281,-2.928861618041992,36,1,154
21:50:36.529828.13,268,-2.928861618041992,36,1,154
21:50:36.529828.14,281,-2.928861618041992,36,1,154
21:50:36.529828.15,258,-2.928861618041992,36,1,154
21:50:36.579358.0,284,-2.929170608520508,37,1,154
21:50:36.579358.1,281,-2.929170608520508,37,1,154
21:50:36.579358.2,295,-2.929170608520508,37,1,154
21:50:36.579358.3,283,-2.929170608520508,37,1,154
21:50:36.579358.4,265,-2.929170608520508,37,1,154
21:50:36.579358.5,286,-2.929170608520508,37,1,154
21:50:36.579358.6,259,-2.929170608520508,37,1,154
21:50:36.579358.7,281,-2.929170608520508,37,1,154
21:50:36.579358.8,65535,-2.929170608520508,37,1,154
21:50:36.579358.9,279,-2.929170608520508,37,1,154
21:50:36.579358.10,287,-2.929170608520508,37,1,154
21:50:36.579358.11,283,-2.929170608520508,37,1,154
21:50:36.579358.12,278,-2.929170608520508,37,1,154
21:50:36.579358.13,273,-2.929170608520508,37,1,154
21:50:36.579358.14,270,-2.929170608520508,37,1,154
21:50:36.579358.15,65535,-2.929170608520508,37,1,154
21:50:36.629537.0,269,-2.9296109676361084,38,1,154
21:50:36.629537.1,273,-2.9296109676361084,38,1,154
21:50:36.629537.2,271,-2.9296109676361084,38,1,154
21:50:36.629537.3,270,-2.9296109676361084,38,1,154
21:50:36.629537.4,294,-2.9296109676361084,38,1,154
21:50:36.629537.5,284,-2.9296109676361084,38,1,154
21:50:36.629537.6,65535,-2.9296109676361084,38,1,154
21:50:36.629537.7,274,-2.9296109676361084,38,1,154
21:50:36.629537.8,289,-2.9296109676361084,38,1,154
21:50:36.629537.9,281,-2.9296109676361084,38,1,154
21:50:36.629537.10,278,-2.9296109676361084,38,1,154
21:50:36.629537.11,284,-2.9296109676361084,38,1,154
21:50:36.629537.12,283,-2.9296109676361084,38,1,154
21:50:36.629537.13,65535,-2.9296109676361084,38,1,154
21:50:36.629537.14,294,-2.9296109676361084,38,1,154
21:50:36.629537.15,276,-2.9296109676361084,38,1,154
21:50:36.680725.0,278,-2.9300172328948975,39,1,154
21:50:36.680725.1,293,-2.9300172328948975,39,1,154
21:50:36.680725.2,287,-2.9300172328948975,39,1,154
21:50:36.680725.3,275,-2.9300172328948975,39,1,154
21:50:36.680725.4,65535,-2.9300172328948975,39,1,154
21:50:36.680725.5,283,-2.9300172328948975,39,1,154
21:50:36.680725.6,276,-2.9300172328948975,39,1,154
21:50:36.680725.7,275,-2.9300172328948975,39,1,154
21:50:36.680725.8,292,-2.9300172328948975,39,1,154
21:50:36.680725.9,288,-2.9300172328948975,39,1,154
21:50:36.680725.10,65535,-2.9300172328948975,39,1,154
21:50:36.680725.11,65535,-2.9300172328948975,39,1,154
21:50:36.680725.12,293,-2.9300172328948975,39,1,154
21:50:36.680725.13,298,-2.9300172328948975,39,1,154
21:50:36.680725.14,274,-2.9300172328948975,39,1,154
21:50:36.680725.15,270,-2.9300172328948975,39,1,154
21:50:36.728915.0,294,-2.9305477142333984,40,1,154
21:50:36.728915.1,282,-2.9305477142333984,40,1,154
21:50:36.728915.2,65535,-2.9305477142333984,40,1,154
21:50:36.728915.3,269,-2.9305477142333984,40,1,154
21:50:36.728915.4,65535,-2.9305477142333984,40,1,154
21:50:36.728915.5,285,-2.9305477142333984,40,1,154
21:50:36.728915.6,276,-2.9305477142333984,40,1,154
21:50:36.728915.7,278,-2.9305477142333984,40,1,154
21:50:36.728915.8,65535,-2.9305477142333984,40,1,154
21:50:36.728915.9,284,-2.9305477142333984,40,1,154
21:50:36.728915.10,286,-2.9305477142333984,40,1,154
21:50:36.728915.11,276,-2.9305477142333984,40,1,154
21:50:36.728915.12,279,-2.9305477142333984,40,1,154
21:50:36.728915.13,281,-2.9305477142333984,40,1,154
21:50:36.728915.14,294,-2.9305477142333984,40,1,154
21:50:36.728915.15,65535,-2.9305477142333984,40,1,154
21:50:36.779093.0,295,-2.9314000606536865,41,1,154
21:50:36.779093.1,271,-2.9314000606536865,41,1,154
21:50:36.779093.2,264,-2.9314000606536865,41,1,154
21:50:36.779093.3,286,-2.9314000606536865,41,1,154
21:50:36.779093.4,282,-2.9314000606536865,41,1,154
21:50:36.779093.5,282,-2.9314000606536865,41,1,154
21:50:36.779093.6,65535,-2.9314000606536865,41,1,154
21:50:36.779093.7,284,-2.9314000606536865,41,1,154
21:50:36.779093.8,278,-2.9314000606536865,41,1,154
21:50:36.779093.9,273,-2.9314000606536865,41,1,154
21:50:36.779093.10,289,-2.9314000606536865,41,1,154
21:50:36.779093.11,278,-2.9314000606536865,41,1,154
21:50:36.779093.12,65535,-2.9314000606536865,41,1,154
21:50:36.779093.13,263,-2.9314000606536865,41,1,154
21:50:36.779093.14,286,-2.9314000606536865,41,1,154
21:50:36.779093.15,287,-2.9314000606536865,41,1,154
21:50:36.828851.0,270,-2.9325685501098633,42,1,154
21:50:36.828851.1,294,-2.9325685501098633,42,1,154
21:50:36.828851.2,288,-2.9325685501098633,42,1,154
21:50:36.828851.3,273,-2.9325685501098633,42,1,154
21:50:36.828851.4,65535,-2.9325685501098633,42,1,154
21:50:36.828851.5,282,-2.9325685501098633,42,1,154
21:50:36.828851.6,65535,-2.9325685501098633,42,1,154
21:50:36.828851.7,269,-2.9325685501098633,42,1,154
21:50:36.828851.8,284,-2.9325685501098633,42,1,154
21:50:36.828851.9,288,-2.9325685501098633,42,1,154
21:50:36.828851.10,65535,-2.9325685501098633,42,1,154
21:50:36.828851.11,258,-2.9325685501098633,42,1,154
21:50:36.828851.12,278,-2.9325685501098633,42,1,154
21:50:36.828851.13,269,-2.9325685501098633,42,1,154
21:50:36.828851.14,268,-2.9325685501098633,42,1,154
21:50:36.828851.15,264,-2.9325685501098633,42,1,154
21:50:36.879233.0,283,-2.9336352348327637,43,1,154
21:50:36.879233.1,65535,-2.9336352348327637,43,1,154
21:50:36.879233.2,281,-2.9336352348327637,43,1,154
21:50:36.879233.3,278,-2.9336352348327637,43,1,154
21:50:36.879233.4,282,-2.9336352348327637,43,1,154
21:50:36.879233.5,295,-2.9336352348327637,43,1,154
21:50:36.879233.6,279,-2.9336352348327637,43,1,154
21:50:36.879233.7,276,-2.9336352348327637,43,1,154
21:50:36.879233.8,65535,-2.9336352348327637,43,1,154
21:50:36.879233.9,293,-2.9336352348327637,43,1,154
21:50:36.879233.10,276,-2.9336352348327637,43,1,154
21:50:36.879233.11,276,-2.9336352348327637,43,1,154
21:50:36.879233.12,261,-2.9336352348327637,43,1,154
21:50:36.879233.13,273,-2.9336352348327637,43,1,154
21:50:36.879233.14,65535,-2.9336352348327637,43,1,154
21:50:36.879233.15,296,-2.9336352348327637,43,1,154
21:50:36.929137.0,270,-2.9345340728759766,44,1,154
21:50:36.929137.1,287,-2.9345340728759766,44,1,154
21:50:36.929137.2,274,-2.9345340728759766,44,1,154
21:50:36.929137.3,283,-2.9345340728759766,44,1,154
21:50:36.929137.4,270,-2.9345340728759766,44,1,154
21:50:36.929137.5,286,-2.9345340728759766,44,1,154
21:50:36.929137.6,65535,-2.9345340728759766,44,1,154
21:50:36.929137.7,278,-2.9345340728759766,44,1,154
21:50:36.929137.8,264,-2.9345340728759766,44,1,154
21:50:36.929137.9,275,-2.9345340728759766,44,1,154
21:50:36.929137.10,269,-2.9345340728759766,44,1,154
21:50:36.929137.11,300,-2.9345340728759766,44,1,154
21:50:36.929137.12,278,-2.9345340728759766,44,1,154
21:50:36.929137.13,65535,-2.9345340728759766,44,1,154
21:50:36.929137.14,276,-2.9345340728759766,44,1,154
21:50:36.929137.15,282,-2.9345340728759766,44,1,154
21:50:36.979855.0,266,-2.9356555938720703,45,1,154
21:50:36.979855.1,290,-2.9356555938720703,45,1,154
21:50:36.979855.2,283,-2.9356555938720703,45,1,154
21:50:36.979855.3,278,-2.9356555938720703,45,1,154
21:50:36.979855.4,65535,-2.9356555938720703,45,1,154
21:50:36.979855.5,282,-2.9356555938720703,45,1,154
21:50:36.979855.6,260,-2.9356555938720703,45,1,154
21:50:36.979855.7,264,-2.9356555938720703,45,1,154
21:50:36.979855.8,270,-2.9356555938720703,45,1,154
21:50:36.979855.9,273,-2.9356555938720703,45,1,154
21:50:36.979855.10,282,-2.9356555938720703,45,1,154
21:50:36.979855.11,283,-2.9356555938720703,45,1,154
21:50:36.979855.12,284,-2.9356555938720703,45,1,154
21:50:36.979855.13,265,-2.9356555938720703,45,1,154
21:50:36.979855.14,285,-2.9356555938720703,45,1,154
21:50:36.979855.15,266,-2.9356555938720703,45,1,154
21:50:37.029304.0,285,-2.9361860752105713,46,1,154
21:50:37.029304.1,281,-2.9361860752105713,46,1,154
21:50:37.029304.2,65535,-2.9361860752105713,46,1,154
21:50:37.029304.3,284,-2.9361860752105713,46,1,154
21:50:37.029304.4,285,-2.9361860752105713,46,1,154
21:50:37.029304.5,296,-2.9361860752105713,46,1,154
21:50:37.029304.6,288,-2.9361860752105713,46,1,154
21:50:37.029304.7,263,-2.9361860752105713,46,1,154
21:50:37.029304.8,275,-2.9361860752105713,46,1,154
21:50:37.029304.9,275,-2.9361860752105713,46,1,154
21:50:37.029304.10,282,-2.9361860752105713,46,1,154
21:50:37.029304.11,285,-2.9361860752105713,46,1,154
21:50:37.029304.12,283,-2.9361860752105713,46,1,154
21:50:37.029304.13,294,-2.9361860752105713,46,1,154
21:50:37.029304.14,265,-2.9361860752105713,46,1,154
21:50:37.029304.15,266,-2.9361860752105713,46,1,154
21:50:37.129674.0,292,-2.9375689029693604,48,1,154
21:50:37.129674.1,275,-2.9375689029693604,48,1,154
21:50:37.129674.2,285,-2.9375689029693604,48,1,154
21:50:37.129674.3,275,-2.9375689029693604,48,1,154
21:50:37.129674.4,269,-2.9375689029693604,48,1,154
21:50:37.129674.5,281,-2.9375689029693604,48,1,154
21:50:37.129674.6,263,-2.9375689029693604,48,1,154
21:50:37.129674.7,65535,-2.9375689029693604,48,1,154
21:50:37.129674.8,294,-2.9375689029693604,48,1,154
21:50:37.129674.9,275,-2.9375689029693604,48,1,154
21:50:37.129674.10,273,-2.9375689029693604,48,1,154
21:50:37.129674.11,271,-2.9375689029693604,48,1,154
21:50:37.129674.12,282,-2.9375689029693604,48,1,154
21:50:37.129674.13,274,-2.9375689029693604,48,1,154
21:50:37.129674.14,284,-2.9375689029693604,48,1,154
21:50:37.129674.15,286,-2.9375689029693604,48,1,154
21:50:37.229141.0,274,-2.938737154006958,50,1,154
21:50:37.229141.1,275,-2.938737154006958,50,1,154
21:50:37.229141.2,275,-2.938737154006958,50,1,154
21:50:37.229141.3,270,-2.938737154006958,50,1,154
21:50:37.229141.4,283,-2.938737154006958,50,1,154
21:50:37.229141.5,248,-2.938737154006958,50,1,154
21:50:37.229141.6,288,-2.938737154006958,50,1,154
21:50:37.229141.7,283,-2.938737154006958,50,1,154
21:50:37.229141.8,260,-2.938737154006958,50,1,154
21:50:37.229141.9,293,-2.938737154006958,50,1,154
21:50:37.229141.10,292,-2.938737154006958,50,1,154
21:50:37.229141.11,285,-2.938737154006958,50,1,154
21:50:37.229141.12,282,-2.938737154006958,50,1,154
21:50:37.229141.13,275,-2.938737154006958,50,1,154
21:50:37.229141.14,290,-2.938737154006958,50,1,154
21:50:37.229141.15,285,-2.938737154006958,50,1,154
21:50:37.331224.0,283,-2.939696788787842,52,1,154
21:50:37.331224.1,263,-2.939696788787842,52,1,154
21:50:37.331224.2,270,-2.939696788787842,52,1,154
