timestamp,lidar_mm,theta,packet_count,late_wakeup_count,skipped_cycle_count
21:49:03.0,261,-1.74727201461792,232,1,154
21:49:03.1,287,-1.74727201461792,232,1,154
21:49:03.2,274,-1.74727201461792,232,1,154
21:49:03.3,266,-1.74727201461792,232,1,154
21:49:03.4,261,-1.74727201461792,232,1,154
21:49:03.5,266,-1.74727201461792,232,1,154
21:49:03.6,275,-1.74727201461792,232,1,154
21:49:03.7,274,-1.74727201461792,232,1,154
21:49:03.8,285,-1.74727201461792,232,1,154
21:49:03.9,283,-1.74727201461792,232,1,154
21:49:03.10,285,-1.74727201461792,232,1,154
21:49:03.11,284,-1.74727201461792,232,1,154
21:49:03.12,278,-1.74727201461792,232,1,154
21:49:03.13,270,-1.74727201461792,232,1,154
21:49:03.14,284,-1.74727201461792,232,1,154
21:49:03.15,266,-1.74727201461792,232,1,154
21:49:03.0,264,-1.7479352951049805,233,1,154
21:49:03.1,278,-1.7479352951049805,233,1,154
21:49:03.2,285,-1.7479352951049805,233,1,154
21:49:03.3,242,-1.7479352951049805,233,1,154
21:49:03.4,285,-1.7479352951049805,233,1,154
21:49:03.5,255,-1.7479352951049805,233,1,154
21:49:03.6,259,-1.7479352951049805,233,1,154
21:49:03.7,273,-1.7479352951049805,233,1,154
21:49:03.8,260,-1.7479352951049805,233,1,154
21:49:03.9,65535,-1.7479352951049805,233,1,154
21:49:03.10,270,-1.7479352951049805,233,1,154
21:49:03.11,278,-1.7479352951049805,233,1,154
21:49:03.12,265,-1.7479352951049805,233,1,154
21:49:03.13,279,-1.7479352951049805,233,1,154
21:49:03.14,281,-1.7479352951049805,233,1,154
21:49:03.15,264,-1.7479352951049805,233,1,154
21:49:03.0,289,-1.7485475540161133,234,1,154
21:49:03.1,264,-1.7485475540161133,234,1,154
21:49:03.2,279,-1.7485475540161133,234,1,154
21:49:03.3,287,-1.7485475540161133,234,1,154
21:49:03.4,263,-1.7485475540161133,234,1,154
21:49:03.5,279,-1.7485475540161133,234,1,154
21:49:03.6,276,-1.7485475540161133,234,1,154
21:49:03.7,281,-1.7485475540161133,234,1,154
21:49:03.8,281,-1.7485475540161133,234,1,154
21:49:03.9,283,-1.7485475540161133,234,1,154
21:49:03.10,273,-1.7485475540161133,234,1,154
21:49:03.11,278,-1.7485475540161133,234,1,154
21:49:03.12,258,-1.7485475540161133,234,1,154
21:49:03.13,265,-1.7485475540161133,234,1,154
21:49:03.14,284,-1.7485475540161133,234,1,154
21:49:03.15,65535,-1.7485475540161133,234,1,154
21:49:04.0,278,-1.7489737272262573,235,1,154
21:49:04.1,258,-1.7489737272262573,235,1,154
21:49:04.2,258,-1.7489737272262573,235,1,154
21:49:04.3,270,-1.7489737272262573,235,1,154
21:49:04.4,276,-1.7489737272262573,235,1,154
21:49:04.5,279,-1.7489737272262573,235,1,154
21:49:04.6,65535,-1.7489737272262573,235,1,154
21:49:04.7,270,-1.7489737272262573,235,1,154
21:49:04.8,289,-1.7489737272262573,235,1,154
21:49:04.9,283,-1.7489737272262573,235,1,154
21:49:04.10,266,-1.7489737272262573,235,1,154
21:49:04.11,266,-1.7489737272262573,235,1,154
21:49:04.12,283,-1.7489737272262573,235,1,154
21:49:04.13,65535,-1.7489737272262573,235,1,154
21:49:04.14,269,-1.7489737272262573,235,1,154
21:49:04.15,287,-1.7489737272262573,235,1,154
21:49:04.0,281,-1.7493999004364014,236,1,154
21:49:04.1,255,-1.7493999004364014,236,1,154
21:49:04.2,269,-1.7493999004364014,236,1,154
21:49:04.3,288,-1.7493999004364014,236,1,154
21:49:04.4,65535,-1.7493999004364014,236,1,154
21:49:04.5,284,-1.7493999004364014,236,1,154
21:49:04.6,293,-1.7493999004364014,236,1,154
21:49:04.7,289,-1.7493999004364014,236,1,154
21:49:04.8,281,-1.7493999004364014,236,1,154
21:49:04.9,279,-1.7493999004364014,236,1,154
