timestamp,lidar_mm,theta,packet_count,late_wakeup_count,skipped_cycle_count
21:49:20.0,276,-1.9595820903778076,59,1,154
21:49:20.1,65535,-1.9595820903778076,59,1,154
21:49:20.2,274,-1.9595820903778076,59,1,154
21:49:20.3,273,-1.9595820903778076,59,1,154
21:49:20.4,286,-1.9595820903778076,59,1,154
21:49:20.5,274,-1.9595820903778076,59,1,154
21:49:20.6,286,-1.9595820903778076,59,1,154
21:49:20.7,296,-1.9595820903778076,59,1,154
21:49:20.8,65535,-1.9595820903778076,59,1,154
21:49:20.9,285,-1.9595820903778076,59,1,154
21:49:20.10,285,-1.9595820903778076,59,1,154
21:49:20.11,284,-1.9595820903778076,59,1,154
21:49:20.12,264,-1.9595820903778076,59,1,154
21:49:20.13,290,-1.9595820903778076,59,1,154
21:49:20.14,275,-1.9595820903778076,59,1,154
21:49:20.15,65535,-1.9595820903778076,59,1,154
21:49:20.0,276,-1.9601496458053589,60,1,154
21:49:20.1,281,-1.9601496458053589,60,1,154
21:49:20.2,275,-1.9601496458053589,60,1,154
21:49:20.3,268,-1.9601496458053589,60,1,154
21:49:20.4,270,-1.9601496458053589,60,1,154
21:49:20.5,278,-1.9601496458053589,60,1,154
21:49:20.6,65535,-1.9601496458053589,60,1,154
21:49:20.7,273,-1.9601496458053589,60,1,154
21:49:20.8,293,-1.9601496458053589,60,1,154
21:49:20.9,292,-1.9601496458053589,60,1,154
21:49:20.10,269,-1.9601496458053589,60,1,154
21:49:20.11,294,-1.9601496458053589,60,1,154
21:49:20.12,269,-1.9601496458053589,60,1,154
21:49:20.13,65535,-1.9601496458053589,60,1,154
21:49:20.14,282,-1.9601496458053589,60,1,154
21:49:20.15,278,-1.9601496458053589,60,1,154
21:49:20.0,264,-1.9609678983688354,61,1,154
21:49:20.1,279,-1.9609678983688354,61,1,154
21:49:20.2,278,-1.9609678983688354,61,1,154
21:49:20.3,273,-1.9609678983688354,61,1,154
21:49:20.4,65535,-1.9609678983688354,61,1,154
21:49:20.5,266,-1.9609678983688354,61,1,154
21:49:20.6,283,-1.9609678983688354,61,1,154
21:49:20.7,261,-1.9609678983688354,61,1,154
21:49:20.8,271,-1.9609678983688354,61,1,154
21:49:20.9,268,-1.9609678983688354,61,1,154
21:49:20.10,273,-1.9609678983688354,61,1,154
21:49:20.11,65535,-1.9609678983688354,61,1,154
21:49:20.12,265,-1.9609678983688354,61,1,154
21:49:20.13,259,-1.9609678983688354,61,1,154
21:49:20.14,276,-1.9609678983688354,61,1,154
21:49:20.15,265,-1.9609678983688354,61,1,154
21:49:20.0,258,-1.9616057872772217,62,1,154
21:49:20.1,263,-1.9616057872772217,62,1,154
21:49:20.2,65535,-1.9616057872772217,62,1,154
21:49:20.3,278,-1.9616057872772217,62,1,154
21:49:20.4,266,-1.9616057872772217,62,1,154
21:49:20.5,275,-1.9616057872772217,62,1,154
21:49:20.6,285,-1.9616057872772217,62,1,154
21:49:20.7,270,-1.9616057872772217,62,1,154
21:49:20.8,279,-1.9616057872772217,62,1,154
21:49:20.9,65535,-1.9616057872772217,62,1,154
21:49:20.10,284,-1.9616057872772217,62,1,154
21:49:20.11,281,-1.9616057872772217,62,1,154
21:49:20.12,285,-1.9616057872772217,62,1,154
21:49:20.13,279,-1.9616057872772217,62,1,154
21:49:20.14,268,-1.9616057872772217,62,1,154
21:49:20.15,260,-1.9616057872772217,62,1,154
21:49:21.0,65535,-1.9622435569763184,63,1,154
21:49:21.1,279,-1.9622435569763184,63,1,154
21:49:21.2,253,-1.9622435569763184,63,1,154
21:49:21.3,285,-1.9622435569763184,63,1,154
21:49:21.4,276,-1.9622435569763184,63,1,154
21:49:21.5,279,-1.9622435569763184,63,1,154
21:49:21.6,283,-1.9622435569763184,63,1,154
21:49:21.7,65535,-1.9622435569763184,63,1,154
21:49:21.8,273,-1.9622435569763184,63,1,154
21:49:21.9,300,-1.9622435569763184,63,1,154
21:49:21.10,283,-1.9622435569763184,63,1,154
21:49:21.11,286,-1.9622435569763184,63,1,154
21:49:21.12,266,-1.9622435569763184,63,1,154
21:49:21.13,259,-1.9622435569763184,63,1,154
21:49:21.14,65535,-1.9622435569763184,63,1,154
21:49:21.15,288,-1.9622435569763184,63,1,154
21:49:21.0,263,-1.9625624418258667,64,1,154
21:49:21.1,268,-1.9625624418258667,64,1,154
21:49:21.2,270,-1.9625624418258667,64,1,154
21:49:21.3,279,-1.9625624418258667,64,1,154
21:49:21.4,271,-1.9625624418258667,64,1,154
21:49:21.5,65535,-1.9625624418258667,64,1,154
21:49:21.6,269,-1.9625624418258667,64,1,154
21:49:21.7,275,-1.9625624418258667,64,1,154
21:49:21.8,264,-1.9625624418258667,64,1,154
21:49:21.9,268,-1.9625624418258667,64,1,154
21:49:21.10,289,-1.9625624418258667,64,1,154
21:49:21.11,273,-1.9625624418258667,64,1,154
21:49:21.12,65535,-1.9625624418258667,64,1,154
21:49:21.13,264,-1.9625624418258667,64,1,154
21:49:21.14,286,-1.9625624418258667,64,1,154
21:49:21.15,284,-1.9625624418258667,64,1,154
21:49:21.0,283,-1.963095784187317,65,1,154
21:49:21.1,294,-1.963095784187317,65,1,154
21:49:21.2,276,-1.963095784187317,65,1,154
21:49:21.3,268,-1.963095784187317,65,1,154
21:49:21.4,268,-1.963095784187317,65,1,154
21:49:21.5,289,-1.963095784187317,65,1,154
21:49:21.6,264,-1.963095784187317,65,1,154
21:49:21.7,287,-1.963095784187317,65,1,154
21:49:21.8,265,-1.963095784187317,65,1,154
21:49:21.9,273,-1.963095784187317,65,1,154
21:49:21.10,282,-1.963095784187317,65,1,154
21:49:21.11,283,-1.963095784187317,65,1,154
